locus_tag	ftype	length_bp	gene	EC_number	COG	product
HNJIGEIF_00389	CDS	2451	cadA	3.6.3.3		Cadmium-transporting ATPase
HNJIGEIF_00390	CDS	579				hypothetical protein
HNJIGEIF_00391	CDS	315			COG1662	IS1 family transposase ISSru3
HNJIGEIF_00392	CDS	588	hmp_2	1.14.15.30	COG1018	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
HNJIGEIF_00393	CDS	639				hypothetical protein
HNJIGEIF_00394	CDS	471				hypothetical protein
HNJIGEIF_00395	CDS	246				hypothetical protein
HNJIGEIF_00396	CDS	699				hypothetical protein
HNJIGEIF_00397	CDS	1044				hypothetical protein
HNJIGEIF_00398	CDS	1320				hypothetical protein
HNJIGEIF_00399	CDS	675	flgE_1		COG1749	Flagellar hook protein FlgE
HNJIGEIF_00400	CDS	402				hypothetical protein
HNJIGEIF_00401	CDS	723				hypothetical protein
HNJIGEIF_00402	CDS	1971				hypothetical protein
HNJIGEIF_00403	CDS	690				hypothetical protein
HNJIGEIF_00404	CDS	462				hypothetical protein
HNJIGEIF_00405	CDS	1329	yscN	7.1.2.2		putative ATP synthase YscN
HNJIGEIF_00406	CDS	960				hypothetical protein
HNJIGEIF_00407	CDS	1134	fliG		COG1536	Flagellar motor switch protein FliG
HNJIGEIF_00408	CDS	1599				hypothetical protein
HNJIGEIF_00409	CDS	321	fliE			Flagellar hook-basal body complex protein FliE
HNJIGEIF_00410	CDS	321				hypothetical protein
HNJIGEIF_00411	CDS	501	flgC		COG1558	Flagellar basal-body rod protein FlgC
HNJIGEIF_00412	CDS	339				hypothetical protein
HNJIGEIF_00413	CDS	762				hypothetical protein
HNJIGEIF_00414	CDS	1539	ntrC		COG2204	DNA-binding transcriptional regulator NtrC
HNJIGEIF_00415	CDS	360				hypothetical protein
HNJIGEIF_00416	CDS	408				hypothetical protein
HNJIGEIF_00417	CDS	1485	fliD		COG1345	B-type flagellar hook-associated protein 2
HNJIGEIF_00418	CDS	315				hypothetical protein
HNJIGEIF_00419	CDS	3813	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
HNJIGEIF_00420	CDS	495				hypothetical protein
HNJIGEIF_00421	CDS	1245	fliC_2			A-type flagellin
HNJIGEIF_00422	CDS	3279				TonB-dependent receptor P26
HNJIGEIF_00423	CDS	1638				hypothetical protein
HNJIGEIF_00424	CDS	1224				hypothetical protein
HNJIGEIF_00425	CDS	576				hypothetical protein
HNJIGEIF_00426	CDS	2322				hypothetical protein
HNJIGEIF_00427	CDS	912				hypothetical protein
HNJIGEIF_00428	CDS	603				hypothetical protein
HNJIGEIF_00429	CDS	975	ftsY		COG0552	Signal recognition particle receptor FtsY
HNJIGEIF_00430	CDS	924	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
HNJIGEIF_00431	CDS	996				hypothetical protein
HNJIGEIF_00432	CDS	1017	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
HNJIGEIF_00433	CDS	1008				hypothetical protein
HNJIGEIF_00434	CDS	2709	bamA_2			Outer membrane protein assembly factor BamA
HNJIGEIF_00435	CDS	600				hypothetical protein
HNJIGEIF_00436	CDS	1800	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
HNJIGEIF_00437	CDS	969	rbn_1	3.1.-.-	COG1234	Ribonuclease BN
HNJIGEIF_00438	CDS	1860			COG1132	putative ABC transporter ATP-binding protein
HNJIGEIF_00439	CDS	636				hypothetical protein
HNJIGEIF_00440	CDS	3099				hypothetical protein
HNJIGEIF_00441	CDS	792	MTAP_2	2.4.2.1		S-methyl-5'-thioadenosine phosphorylase
HNJIGEIF_00442	CDS	1125				hypothetical protein
HNJIGEIF_00443	CDS	420				hypothetical protein
HNJIGEIF_00444	CDS	813				hypothetical protein
HNJIGEIF_00445	CDS	279				hypothetical protein
HNJIGEIF_00446	CDS	474				hypothetical protein
HNJIGEIF_00447	CDS	1602	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
HNJIGEIF_00448	CDS	1755	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
HNJIGEIF_00449	CDS	618	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
HNJIGEIF_00450	CDS	483				hypothetical protein
HNJIGEIF_00451	CDS	1419	leuC_1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
HNJIGEIF_00452	CDS	1641	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
HNJIGEIF_00453	CDS	1098	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
HNJIGEIF_00454	CDS	1047	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
HNJIGEIF_00455	CDS	651				hypothetical protein
HNJIGEIF_00456	CDS	1791	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
HNJIGEIF_00457	CDS	186				hypothetical protein
HNJIGEIF_00458	CDS	435				hypothetical protein
HNJIGEIF_00459	CDS	2505				hypothetical protein
HNJIGEIF_00460	CDS	501	rlpA_1	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
HNJIGEIF_00461	CDS	285				hypothetical protein
HNJIGEIF_00462	CDS	555				hypothetical protein
HNJIGEIF_00463	CDS	1203				hypothetical protein
HNJIGEIF_00464	CDS	2607				hypothetical protein
HNJIGEIF_00465	CDS	948				hypothetical protein
HNJIGEIF_00466	CDS	669	recX			Regulatory protein RecX
HNJIGEIF_00467	CDS	1242				hypothetical protein
HNJIGEIF_00468	CDS	870	punA	2.4.2.1		Purine nucleoside phosphorylase 1
HNJIGEIF_00469	CDS	666				hypothetical protein
HNJIGEIF_00470	CDS	1644	bshC	6.-.-.-	COG4365	Putative cysteine ligase BshC
HNJIGEIF_00471	CDS	603				hypothetical protein
HNJIGEIF_00472	CDS	1125	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
HNJIGEIF_00473	CDS	1308	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
HNJIGEIF_00474	CDS	1110	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
HNJIGEIF_00475	CDS	294				hypothetical protein
HNJIGEIF_00476	CDS	1686				hypothetical protein
HNJIGEIF_00477	CDS	213				hypothetical protein
HNJIGEIF_00478	CDS	2751	pat	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
HNJIGEIF_00479	CDS	828	groL_1		COG0459	60 kDa chaperonin
HNJIGEIF_00480	CDS	315			COG1662	IS1 family transposase ISSru3
HNJIGEIF_00481	CDS	519				hypothetical protein
HNJIGEIF_00482	CDS	315			COG1662	IS1 family transposase ISSru3
HNJIGEIF_00483	CDS	519				hypothetical protein
HNJIGEIF_00484	CDS	927				hypothetical protein
HNJIGEIF_00485	CDS	1515				hypothetical protein
HNJIGEIF_00486	CDS	729	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HNJIGEIF_00487	CDS	1494				hypothetical protein
HNJIGEIF_00488	CDS	1509				hypothetical protein
HNJIGEIF_00489	CDS	1476				hypothetical protein
HNJIGEIF_00490	CDS	399				hypothetical protein
HNJIGEIF_00491	CDS	1536				hypothetical protein
HNJIGEIF_00492	CDS	756	opuCA		COG1125	Glycine betaine/carnitine/choline transport ATP-binding protein OpuCA
HNJIGEIF_00493	tRNA	74				tRNA-Thr(cgt)
HNJIGEIF_00494	CDS	222				hypothetical protein
HNJIGEIF_00495	CDS	429				hypothetical protein
HNJIGEIF_00496	CDS	264				hypothetical protein
HNJIGEIF_00497	CDS	648				hypothetical protein
HNJIGEIF_00498	CDS	759				hypothetical protein
HNJIGEIF_00499	CDS	96				hypothetical protein
HNJIGEIF_00500	CDS	573				hypothetical protein
HNJIGEIF_00501	CDS	699				hypothetical protein
HNJIGEIF_00502	CDS	339				hypothetical protein
HNJIGEIF_00503	CDS	813	arsM	2.1.1.137		Arsenite methyltransferase
HNJIGEIF_00504	CDS	1161	acr3		COG0798	Arsenical-resistance protein Acr3
HNJIGEIF_00505	CDS	297				hypothetical protein
HNJIGEIF_00506	CDS	414	arsC	1.20.4.4	COG0394	Arsenate reductase
HNJIGEIF_00507	CDS	165				hypothetical protein
HNJIGEIF_00508	CDS	315			COG1662	IS1 family transposase ISSru3
HNJIGEIF_00509	CDS	315			COG1662	IS1 family transposase ISSru3
HNJIGEIF_00510	CDS	144				hypothetical protein
HNJIGEIF_00511	CDS	1239	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
HNJIGEIF_00512	CDS	2160				hypothetical protein
HNJIGEIF_00513	CDS	1665				hypothetical protein
HNJIGEIF_00514	CDS	954	yrbG		COG0530	Inner membrane protein YrbG
HNJIGEIF_00515	CDS	804	cdd	3.5.4.5		Cytidine deaminase
HNJIGEIF_00516	CDS	345				hypothetical protein
HNJIGEIF_00517	CDS	267				hypothetical protein
HNJIGEIF_00518	CDS	381				hypothetical protein
HNJIGEIF_00519	CDS	138				hypothetical protein
HNJIGEIF_00520	CDS	1497				hypothetical protein
HNJIGEIF_00521	CDS	1296				hypothetical protein
HNJIGEIF_00522	CDS	2295	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HNJIGEIF_00523	CDS	888	panC	6.3.2.1	COG0414	Pantothenate synthetase
HNJIGEIF_00524	CDS	429	panD	4.1.1.11		Aspartate 1-decarboxylase
HNJIGEIF_00525	CDS	855	mmgB	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
HNJIGEIF_00526	CDS	963			COG1702	PhoH-like protein
HNJIGEIF_00527	CDS	858	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
HNJIGEIF_00528	CDS	2076	surA_1	5.2.1.8		Chaperone SurA
HNJIGEIF_00529	CDS	912	mtfA			Protein MtfA
HNJIGEIF_00530	CDS	1242	kynU	3.7.1.3		Kynureninase
HNJIGEIF_00531	CDS	261	rpmA		COG0211	50S ribosomal protein L27
HNJIGEIF_00532	CDS	408				hypothetical protein
HNJIGEIF_00533	CDS	663	ycgM		COG0179	putative protein YcgM
HNJIGEIF_00534	CDS	606				hypothetical protein
HNJIGEIF_00535	CDS	1047	ltaA	4.1.2.49		L-allo-threonine aldolase
HNJIGEIF_00536	CDS	480	greA		COG0782	Transcription elongation factor GreA
HNJIGEIF_00537	CDS	882	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
HNJIGEIF_00538	CDS	318	lapA			Lipopolysaccharide assembly protein A
HNJIGEIF_00539	CDS	1101				hypothetical protein
HNJIGEIF_00540	CDS	624				hypothetical protein
HNJIGEIF_00541	CDS	678				hypothetical protein
HNJIGEIF_00542	CDS	924	crtM	2.5.1.96		4,4'-diapophytoene synthase
HNJIGEIF_00543	CDS	867				hypothetical protein
HNJIGEIF_00544	CDS	687				putative protein
HNJIGEIF_00545	CDS	558	dcd	3.5.4.13	COG0717	dCTP deaminase
HNJIGEIF_00546	CDS	291				hypothetical protein
HNJIGEIF_00547	CDS	939	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
HNJIGEIF_00548	CDS	831	zupT_1		COG0428	Zinc transporter ZupT
HNJIGEIF_00549	CDS	348				hypothetical protein
HNJIGEIF_00550	CDS	546				hypothetical protein
HNJIGEIF_00551	CDS	741	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
HNJIGEIF_00552	CDS	933	hel		COG2503	Lipoprotein E
HNJIGEIF_00553	CDS	1692		3.1.-.-	COG0322	Putative bifunctional exonuclease/endonuclease protein
HNJIGEIF_00554	CDS	1674	ppx	3.6.1.11	COG0248	Exopolyphosphatase
HNJIGEIF_00555	CDS	495	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
HNJIGEIF_00556	CDS	306	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
HNJIGEIF_00557	CDS	1998	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
HNJIGEIF_00558	CDS	1635	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
HNJIGEIF_00559	CDS	291	phhB	4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
HNJIGEIF_00560	CDS	1500	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
HNJIGEIF_00561	CDS	555				hypothetical protein
HNJIGEIF_00562	CDS	1680	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
HNJIGEIF_00563	CDS	1338				hypothetical protein
HNJIGEIF_00564	CDS	1605				hypothetical protein
HNJIGEIF_00565	CDS	549				hypothetical protein
HNJIGEIF_00566	CDS	2019				hypothetical protein
HNJIGEIF_00567	CDS	1953	pknD	2.7.11.1		Serine/threonine-protein kinase PknD
HNJIGEIF_00568	CDS	1455	alkH	1.2.1.3		Aldehyde dehydrogenase
HNJIGEIF_00569	CDS	627	pncA	3.5.1.19	COG1335	Nicotinamidase
HNJIGEIF_00570	CDS	1590			COG0645	putative protein
HNJIGEIF_00571	CDS	2160	fadJ		COG1024	Fatty acid oxidation complex subunit alpha
HNJIGEIF_00572	CDS	1302	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
HNJIGEIF_00573	CDS	762	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
HNJIGEIF_00574	CDS	1950				hypothetical protein
HNJIGEIF_00575	CDS	1575	glpD	1.1.5.3		Aerobic glycerol-3-phosphate dehydrogenase
HNJIGEIF_00576	CDS	1212				hypothetical protein
HNJIGEIF_00577	CDS	1836				hypothetical protein
HNJIGEIF_00578	CDS	291				hypothetical protein
HNJIGEIF_00579	CDS	795	dasC		COG0395	Diacetylchitobiose uptake system permease protein DasC
HNJIGEIF_00580	CDS	867	sugA		COG1175	Trehalose transport system permease protein SugA
HNJIGEIF_00581	CDS	1119	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
HNJIGEIF_00582	CDS	1116	ugpC_2	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
HNJIGEIF_00583	CDS	1581	glpK	2.7.1.30	COG0554	Glycerol kinase
HNJIGEIF_00584	CDS	912	rhaS			HTH-type transcriptional activator RhaS
HNJIGEIF_00585	CDS	981	gpsA_1	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
HNJIGEIF_00586	CDS	1071	fbp_1	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
HNJIGEIF_00587	CDS	765				hypothetical protein
HNJIGEIF_00588	CDS	795	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
HNJIGEIF_00589	CDS	1977	leuC_2	4.2.1.33		3-isopropylmalate dehydratase large subunit
HNJIGEIF_00590	CDS	810				hypothetical protein
HNJIGEIF_00591	CDS	1014	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
HNJIGEIF_00592	CDS	690	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
HNJIGEIF_00593	CDS	1035	gpsA_2	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
HNJIGEIF_00594	CDS	651				hypothetical protein
HNJIGEIF_00595	CDS	2334	gyrA_1	5.6.2.2	COG0188	DNA gyrase subunit A
HNJIGEIF_00596	CDS	1932	gyrB_1	5.6.2.2	COG0187	DNA gyrase subunit B
HNJIGEIF_00597	tRNA	77				tRNA-Lys(ctt)
HNJIGEIF_00598	CDS	348				hypothetical protein
HNJIGEIF_00599	CDS	615				hypothetical protein
HNJIGEIF_00600	CDS	537				hypothetical protein
HNJIGEIF_00601	CDS	1065				hypothetical protein
HNJIGEIF_00602	CDS	177				hypothetical protein
HNJIGEIF_00603	CDS	1155				hypothetical protein
HNJIGEIF_00604	CDS	177				hypothetical protein
HNJIGEIF_00605	CDS	783	hdpA_1	3.1.3.-		Dihydroxyacetone phosphatase
HNJIGEIF_00606	CDS	342				hypothetical protein
HNJIGEIF_00607	CDS	513				hypothetical protein
HNJIGEIF_00608	CDS	747	scpB			Segregation and condensation protein B
HNJIGEIF_00609	CDS	750	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
HNJIGEIF_00610	CDS	1527	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
HNJIGEIF_00611	CDS	1059		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
HNJIGEIF_00612	CDS	1320				hypothetical protein
HNJIGEIF_00613	CDS	996	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
HNJIGEIF_00614	CDS	822				Green-light absorbing proteorhodopsin
HNJIGEIF_00615	CDS	705				hypothetical protein
HNJIGEIF_00616	CDS	1533	crtN_1	1.3.8.2		4,4'-diapophytoene desaturase (4,4'-diapolycopene-forming)
HNJIGEIF_00617	CDS	231				hypothetical protein
HNJIGEIF_00618	CDS	639	kynB	3.5.1.9	COG1878	Kynurenine formamidase
HNJIGEIF_00619	CDS	1215				hypothetical protein
HNJIGEIF_00620	CDS	909	xerC_1			Tyrosine recombinase XerC
HNJIGEIF_00621	CDS	498				hypothetical protein
HNJIGEIF_00622	CDS	117				hypothetical protein
HNJIGEIF_00623	CDS	183				hypothetical protein
HNJIGEIF_00624	CDS	1083	xerD_1		COG4974	Tyrosine recombinase XerD
HNJIGEIF_00625	CDS	915				hypothetical protein
HNJIGEIF_00626	CDS	372				hypothetical protein
HNJIGEIF_00627	CDS	1029	tdh	1.1.1.103		L-threonine 3-dehydrogenase
HNJIGEIF_00628	CDS	1368	ribBA_1	3.5.4.25		Riboflavin biosynthesis protein RibBA
HNJIGEIF_00629	CDS	846				hypothetical protein
HNJIGEIF_00630	CDS	1041	degA		COG1609	HTH-type transcriptional regulator DegA
HNJIGEIF_00631	CDS	975	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
HNJIGEIF_00632	CDS	840	ramA	3.5.1.100		(R)-stereoselective amidase
HNJIGEIF_00633	CDS	501	bcp	1.11.1.15	COG1225	Putative peroxiredoxin
HNJIGEIF_00634	CDS	1359	lolC_1		COG4591	Lipoprotein-releasing system transmembrane protein LolC
HNJIGEIF_00635	CDS	1689	rocA	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase
HNJIGEIF_00636	CDS	471				hypothetical protein
HNJIGEIF_00637	CDS	930				hypothetical protein
HNJIGEIF_00638	CDS	2628				hypothetical protein
HNJIGEIF_00639	CDS	1335				hypothetical protein
HNJIGEIF_00640	tRNA	75				tRNA-Pro(ggg)
HNJIGEIF_00641	CDS	1221				hypothetical protein
HNJIGEIF_00642	CDS	780				hypothetical protein
HNJIGEIF_00643	CDS	579	rsmH_1	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
HNJIGEIF_00644	CDS	1083	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
HNJIGEIF_00645	CDS	4842				hypothetical protein
HNJIGEIF_00646	CDS	1989	rnr	3.1.13.1	COG0557	Ribonuclease R
HNJIGEIF_00647	CDS	1263				hypothetical protein
HNJIGEIF_00648	CDS	756				hypothetical protein
HNJIGEIF_00649	CDS	1062	recA		COG0468	Protein RecA
HNJIGEIF_00650	CDS	909				hypothetical protein
HNJIGEIF_00651	CDS	789				hypothetical protein
HNJIGEIF_00652	CDS	2106				hypothetical protein
HNJIGEIF_00653	CDS	384	divK_1			Polar-differentiation response regulator DivK
HNJIGEIF_00654	CDS	381				hypothetical protein
HNJIGEIF_00655	CDS	645				hypothetical protein
HNJIGEIF_00656	CDS	747	glpQ_2	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
HNJIGEIF_00657	CDS	1122	dinB_2	2.7.7.7	COG0389	DNA polymerase IV
HNJIGEIF_00658	CDS	855				hypothetical protein
HNJIGEIF_00659	CDS	222				hypothetical protein
HNJIGEIF_00660	CDS	300				hypothetical protein
HNJIGEIF_00661	tRNA	91				tRNA-Ser(cga)
HNJIGEIF_00662	CDS	2886	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
HNJIGEIF_00663	CDS	621		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
HNJIGEIF_00664	CDS	912				hypothetical protein
HNJIGEIF_00665	CDS	1191	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
HNJIGEIF_00666	CDS	2106				hypothetical protein
HNJIGEIF_00667	CDS	2598				hypothetical protein
HNJIGEIF_00668	CDS	1347		2.7.1.165	COG2379	D-glycerate 2-kinase
HNJIGEIF_00669	CDS	966				hypothetical protein
HNJIGEIF_00670	CDS	684	thiE_1	2.5.1.3		Thiamine-phosphate synthase
HNJIGEIF_00671	CDS	744				hypothetical protein
HNJIGEIF_00672	CDS	972	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
HNJIGEIF_00673	CDS	1440	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
HNJIGEIF_00674	CDS	720	pfs	3.2.2.30	COG0775	Aminodeoxyfutalosine nucleosidase
HNJIGEIF_00675	CDS	2142	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
HNJIGEIF_00676	CDS	366				hypothetical protein
HNJIGEIF_00677	CDS	609	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
HNJIGEIF_00678	CDS	819	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
HNJIGEIF_00679	CDS	657	hisH	4.3.2.10		Imidazole glycerol phosphate synthase subunit HisH
HNJIGEIF_00680	CDS	129				hypothetical protein
HNJIGEIF_00681	CDS	210	scoF		COG1278	Cold shock protein ScoF
HNJIGEIF_00682	CDS	777	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
HNJIGEIF_00683	CDS	807	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
HNJIGEIF_00684	CDS	324				hypothetical protein
HNJIGEIF_00685	CDS	459				hypothetical protein
HNJIGEIF_00686	CDS	540	ytlP	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
HNJIGEIF_00687	CDS	642	lolA			Outer-membrane lipoprotein carrier protein
HNJIGEIF_00688	CDS	1191				hypothetical protein
HNJIGEIF_00689	CDS	945	mdh	1.1.1.37	COG0039	Malate dehydrogenase
HNJIGEIF_00690	CDS	975			COG0053	putative cation efflux system protein
HNJIGEIF_00691	CDS	1164	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
HNJIGEIF_00692	CDS	1002	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
HNJIGEIF_00693	CDS	507				hypothetical protein
HNJIGEIF_00694	CDS	693	msrA_1	1.8.4.11		Peptide methionine sulfoxide reductase MsrA
HNJIGEIF_00695	CDS	1542	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
HNJIGEIF_00696	CDS	423				hypothetical protein
HNJIGEIF_00697	CDS	261				hypothetical protein
HNJIGEIF_00698	CDS	1902	uvrC		COG0322	UvrABC system protein C
HNJIGEIF_00699	CDS	333				hypothetical protein
HNJIGEIF_00700	CDS	630				hypothetical protein
HNJIGEIF_00701	CDS	750				hypothetical protein
HNJIGEIF_00702	CDS	237				hypothetical protein
HNJIGEIF_00703	tRNA	97				tRNA-Gln(ctg)
HNJIGEIF_00704	CDS	1728				hypothetical protein
HNJIGEIF_00705	CDS	207				hypothetical protein
HNJIGEIF_00706	CDS	837				hypothetical protein
HNJIGEIF_00707	CDS	738	tolQ_1			Tol-Pal system protein TolQ
HNJIGEIF_00708	CDS	408	tolR			Tol-Pal system protein TolR
HNJIGEIF_00709	CDS	1551	comM		COG0606	Competence protein ComM
HNJIGEIF_00710	CDS	570				hypothetical protein
HNJIGEIF_00711	CDS	750				hypothetical protein
HNJIGEIF_00712	CDS	90				hypothetical protein
HNJIGEIF_00713	CDS	645	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
HNJIGEIF_00714	CDS	570				hypothetical protein
HNJIGEIF_00715	CDS	2622	actP	7.2.2.9		Copper-transporting P-type ATPase
HNJIGEIF_00716	CDS	354				hypothetical protein
HNJIGEIF_00717	CDS	741				hypothetical protein
HNJIGEIF_00718	CDS	1158				hypothetical protein
HNJIGEIF_00719	CDS	948	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
HNJIGEIF_00720	CDS	465				hypothetical protein
HNJIGEIF_00721	CDS	246				hypothetical protein
HNJIGEIF_00722	CDS	1974	gshA	6.3.2.2		Glutamate--cysteine ligase
HNJIGEIF_00723	CDS	1722	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
HNJIGEIF_00724	CDS	792				hypothetical protein
HNJIGEIF_00725	CDS	1197				hypothetical protein
HNJIGEIF_00726	CDS	1431	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
HNJIGEIF_00727	CDS	894				hypothetical protein
HNJIGEIF_00728	CDS	1611				hypothetical protein
HNJIGEIF_00729	CDS	693				hypothetical protein
HNJIGEIF_00730	CDS	765	ltrA		COG3344	Group II intron-encoded protein LtrA
HNJIGEIF_00731	CDS	225				hypothetical protein
HNJIGEIF_00732	CDS	198				hypothetical protein
HNJIGEIF_00733	CDS	1650				hypothetical protein
HNJIGEIF_00734	CDS	552	dnaJ_1			Chaperone protein DnaJ
HNJIGEIF_00735	CDS	2712	mutS		COG0249	DNA mismatch repair protein MutS
HNJIGEIF_00736	CDS	690				hypothetical protein
HNJIGEIF_00737	CDS	423				hypothetical protein
HNJIGEIF_00738	CDS	678				hypothetical protein
HNJIGEIF_00739	CDS	945	nadK	2.7.1.23	COG0061	NAD kinase
HNJIGEIF_00740	tRNA	75				tRNA-Phe(gaa)
HNJIGEIF_00741	CDS	1410	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
HNJIGEIF_00742	CDS	1560				hypothetical protein
HNJIGEIF_00743	CDS	240				hypothetical protein
HNJIGEIF_00744	CDS	1095	gldA	1.1.1.6		Glycerol dehydrogenase
HNJIGEIF_00745	CDS	300				hypothetical protein
HNJIGEIF_00746	CDS	1113				hypothetical protein
HNJIGEIF_00747	CDS	1125	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
HNJIGEIF_00748	CDS	738	comB	3.1.3.71	COG2045	putative 2-phosphosulfolactate phosphatase
HNJIGEIF_00749	CDS	2757				hypothetical protein
HNJIGEIF_00750	CDS	1140	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
